24	как	как	ADV	_	Degree=Pos	_	_	_	@iav1984m-words#@iav1984m#129.15#129.41
25	бы	бы	PART	_	_	_	_	_	@iav1984m-words#@iav1984m#129.41#129.67
26	там	там	ADV	_	Degree=Pos	_	_	_	@iav1984m-words#@iav1984m#129.67#129.93
27	/	/	PUNCT	_	_	_	_	_	@iav1984m-words#@iav1984m#129.93#130.19
28	ну	ну	PART	_	_	_	_	_	@iav1984m-words#@iav1984m#130.19#130.45
29	вот	вот	PART	_	_	_	_	_	@iav1984m-words#@iav1984m#130.45#130.71
30	/	/	PUNCT	_	_	_	_	_	@iav1984m-words#@iav1984m#130.71#130.97
31	есть	быть	VERB	_	Aspect=Imp|Mood=Ind|Number=Sing|Person=3|Tense=Pres|VerbForm=Fin|Voice=Act	_	_	_	@iav1984m-words#@iav1984m#130.97#131.23
32	стена	стена	NOUN	_	Animacy=Inan|Case=Nom|Gender=Fem|Number=Sing	_	_	_	@iav1984m-words#@iav1984m#131.23#131.49
33	/	/	PUNCT	_	_	_	_	_	@iav1984m-words#@iav1984m#131.49#131.75
34	где	где	ADV	_	Degree=Pos	_	_	_	@iav1984m-words#@iav1984m#131.75#132.02
35	да...	да...	PART	_	_	_	_	_	@iav1984m-words#@iav1984m#132.55#132.787
36	даже	даже	PART	_	_	_	_	_	@iav1984m-words#@iav1984m#132.787#133.024
37	не	не	PART	_	_	_	_	_	@iav1984m-words#@iav1984m#133.024#133.261
38	ты	ты	PRON	_	Case=Nom|Number=Sing|Person=2	_	_	_	@iav1984m-words#@iav1984m#133.261#133.498
39	/	/	PUNCT	_	_	_	_	_	@iav1984m-words#@iav1984m#133.498#133.735
40	да	да	PART	_	_	_	_	_	@iav1984m-words#@iav1984m#133.735#133.972
41	/	/	PUNCT	_	_	_	_	_	@iav1984m-words#@iav1984m#133.972#134.209
42	там	там	ADV	_	Degree=Pos	_	_	_	@iav1984m-words#@iav1984m#134.209#134.446
43	/	/	PUNCT	_	_	_	_	_	@iav1984m-words#@iav1984m#134.446#134.683
44	ну	ну	INTJ	_	_	_	_	_	@iav1984m-words#@iav1984m#134.683#134.92
45	а	а	CCONJ	_	_	_	_	_	@iav1984m-words#@iav1984m#134.92#135.157
46	вот	вот	PART	_	_	_	_	_	@iav1984m-words#@iav1984m#135.157#135.394
47	кто-нибудь	кто-нибудь	PRON	_	Case=Nom	_	_	_	@iav1984m-words#@iav1984m#135.394#135.631
48	что-то	что-то	PRON	_	Case=Acc	_	_	_	@iav1984m-words#@iav1984m#135.631#135.868
49	там	там	ADV	_	Degree=Pos	_	_	_	@iav1984m-words#@iav1984m#135.868#136.105
50	на...	накалякать	PROPN	_	Aspect=Imp|Gender=Masc|Mood=Ind|Number=Sing|Tense=Past|VerbForm=Fin|Voice=Act	_	_	_	@iav1984m-words#@iav1984m#136.105#136.342
51	накалякал	накалякать	VERB	_	Aspect=Imp|Gender=Masc|Mood=Ind|Number=Sing|Tense=Past|VerbForm=Fin|Voice=Act	_	_	_	@iav1984m-words#@iav1984m#136.342#136.579
52	/	/	PUNCT	_	_	_	_	_	@iav1984m-words#@iav1984m#136.579#136.816
53	как	как	SCONJ	_	_	_	_	_	@iav1984m-words#@iav1984m#136.816#137.053
54	я	я	PRON	_	Case=Nom|Number=Sing|Person=1	_	_	_	@iav1984m-words#@iav1984m#137.053#137.29
55	как	как	SCONJ	_	_	_	_	_	@iav1984m-words#@iav1984m#137.29#137.527
56	я	я	PRON	_	Case=Nom|Number=Sing|Person=1	_	_	_	@iav1984m-words#@iav1984m#137.527#137.764
57	думаю	думать	VERB	_	Aspect=Imp|Mood=Ind|Number=Sing|Person=1|Tense=Pres|VerbForm=Fin|Voice=Act	_	_	_	@iav1984m-words#@iav1984m#137.764#138.001
58	/	/	PUNCT	_	_	_	_	_	@iav1984m-words#@iav1984m#138.001#138.238
59	и	и	PART	_	_	_	_	_	@iav1984m-words#@iav1984m#138.238#138.475
60	меня	я	PRON	_	Case=Acc|Number=Sing|Person=1	_	_	_	@iav1984m-words#@iav1984m#138.475#138.712
61	послали	послать	VERB	_	Aspect=Perf|Mood=Ind|Number=Plur|Tense=Past|VerbForm=Fin|Voice=Act	_	_	_	@iav1984m-words#@iav1984m#138.712#138.949
62	с	с	ADP	_	_	_	_	_	@iav1984m-words#@iav1984m#138.949#139.186
63	ведром	ведро	NOUN	_	Animacy=Inan|Case=Ins|Gender=Masc|Number=Sing	_	_	_	@iav1984m-words#@iav1984m#139.186#139.423
64	краски	краска	NOUN	_	Animacy=Inan|Case=Gen|Gender=Fem|Number=Sing	_	_	_	@iav1984m-words#@iav1984m#139.423#139.66
65	/	/	PUNCT	_	_	_	_	_	@iav1984m-words#@iav1984m#139.66#139.897
66	вот	вот	PART	_	_	_	_	_	@iav1984m-words#@iav1984m#139.897#140.134
67	я	я	PRON	_	Case=Nom|Number=Sing|Person=1	_	_	_	@iav1984m-words#@iav1984m#140.134#140.371
68	подхожу	подходить	VERB	_	Aspect=Imp|Mood=Ind|Number=Sing|Person=1|Tense=Pres|VerbForm=Fin|Voice=Act	_	_	_	@iav1984m-words#@iav1984m#140.371#140.608
69	/	/	PUNCT	_	_	_	_	_	@iav1984m-words#@iav1984m#140.608#140.845
70	чешу	чесать	VERB	_	Aspect=Imp|VerbForm=Fin|Voice=Act|Person=1|Mood = Ind	_	_	_	@iav1984m-words#@iav1984m#140.845#141.082
71	вот	вот	PART	_	_	_	_	_	@iav1984m-words#@iav1984m#141.082#141.319
72	так	так	ADV	_	Degree=Pos	_	_	_	@iav1984m-words#@iav1984m#141.319#141.556
73	вот	вот	PART	_	_	_	_	_	@iav1984m-words#@iav1984m#141.556#141.793
74	голову	голова	NOUN	_	Animacy=Inan|Case=Acc|Gender=Fem|Number=Sing	_	_	_	@iav1984m-words#@iav1984m#141.793#142.03
75	и	и	CCONJ	_	_	_	_	_	@iav1984m-words#@iav1984m#142.03#142.267
76	думаю	думать	VERB	_	Aspect=Imp|Mood=Ind|Number=Sing|Person=1|Tense=Pres|VerbForm=Fin|Voice=Act	_	_	_	@iav1984m-words#@iav1984m#142.267#142.504
77	/	/	PUNCT	_	_	_	_	_	@iav1984m-words#@iav1984m#142.504#142.741
78	эээ	эээ	INTJ	_	_	_	_	_	@iav1984m-words#@iav1984m#142.741#143.0
79	я	я	PRON	_	Case=Nom|Number=Sing|Person=1	_	_	_	@iav1984m-words#@iav1984m#143.68#144.045
80	щас	сейчас	VERB	_	Aspect=Perf|Gender=Masc|Mood=Ind|Number=Sing|Tense=Past|VerbForm=Fin|Voice=Act	_	_	_	@iav1984m-words#@iav1984m#144.045#144.41
81	закрашу	закрасить	VERB	_	Aspect=Imp|VerbForm=Fin|Voice=Act|Person=1|Mood = Ind	_	_	_	@iav1984m-words#@iav1984m#144.41#144.775
82	/	/	PUNCT	_	_	_	_	_	@iav1984m-words#@iav1984m#144.775#145.14
83	мм	мм	INTJ	_	_	_	_	_	@iav1984m-words#@iav1984m#145.14#145.505
84	/	/	PUNCT	_	_	_	_	_	@iav1984m-words#@iav1984m#145.505#145.87
85	вандализм	вандализм	NOUN	_	Animacy=Inan|Case=Nom|Gender=Masc|Number=Sing	_	_	_	@iav1984m-words#@iav1984m#145.87#146.24
86	или	или	CCONJ	_	_	_	_	_	@iav1984m-words#@iav1984m#146.66#146.963
87	я	я	PRON	_	Case=Nom|Number=Sing|Person=1	_	_	_	@iav1984m-words#@iav1984m#146.963#147.266
88	щас	сейчас	VERB	_	Aspect=Perf|Gender=Masc|Mood=Ind|Number=Sing|Tense=Past|VerbForm=Fin|Voice=Act	_	_	_	@iav1984m-words#@iav1984m#147.266#147.569
89	закрашу	закрасить	DET	_	Aspect=Imp|VerbForm=Fin|Voice=Act|Person=1|Mood = Ind	_	_	_	@iav1984m-words#@iav1984m#147.569#147.872
90	произведение	произведение	NOUN	_	Animacy=Inan|Case=Acc|Gender=Neut|Number=Sing	_	_	_	@iav1984m-words#@iav1984m#147.872#148.175
91	/	/	PUNCT	_	_	_	_	_	@iav1984m-words#@iav1984m#148.175#148.478
92	там	там	ADV	_	Degree=Pos	_	_	_	@iav1984m-words#@iav1984m#148.478#148.781
93	современного	современный	ADJ	_	Case=Gen|Degree=Pos|Gender=Masc|Number=Sing	_	_	_	@iav1984m-words#@iav1984m#148.781#149.084
94	художника	художник	NOUN	_	Animacy=Anim|Case=Gen|Gender=Masc|Number=Sing	_	_	_	@iav1984m-words#@iav1984m#149.084#149.387
95	?	?	PUNCT	_	_	_	_	_	@iav1984m-words#@iav1984m#149.387#149.69
96	подожди	подождать	VERB	_	Aspect=Perf|Mood=Imp|Number=Sing|Person=2|VerbForm=Fin|Voice=Act	_	_	_	@iav1984m-words#@iav1984m#153.52#153.798
97	[нрзб]	[нрзб]		_	_	_	_	_	@iav1984m-words#@iav1984m#153.798#154.076
98	ситуация	ситуация	NOUN	_	Animacy=Inan|Case=Nom|Gender=Fem|Number=Sing	_	_	_	@iav1984m-words#@iav1984m#154.076#154.354
99	каждый	каждый	DET	_	Case=Acc|Gender=Masc|Number=Sing	_	_	_	@iav1984m-words#@iav1984m#154.354#154.632
100	день	день	NOUN	_	Animacy=Inan|Case=Acc|Gender=Masc|Number=Sing	_	_	_	@iav1984m-words#@iav1984m#154.632#154.91
101	происходит	происходить	VERB	_	Aspect=Imp|Mood=Ind|Number=Sing|Person=3|Tense=Pres|VerbForm=Fin|Voice=Act	_	_	_	@iav1984m-words#@iav1984m#154.91#155.19
102	зритель	зритель	NOUN	_	Animacy=Anim|Case=Nom|Gender=Masc|Number=Sing	_	_	_	@iav1984m-words#@iav1984m#156.97#157.286
103	/	/	PUNCT	_	_	_	_	_	@iav1984m-words#@iav1984m#157.286#157.602
104	зритель	зритель	NOUN	_	Animacy=Anim|Case=Nom|Gender=Masc|Number=Sing	_	_	_	@iav1984m-words#@iav1984m#157.602#157.92
105	отототото	отототото	ADP	_	_	_	_	_	@iav1984m-words#@iav1984m#171.78#172.6
106	мм	мм	INTJ	_	_	_	_	_	@iav1984m-words#@iav1984m#175.29#175.7
107	вау	вау	INTJ	_	_	_	_	_	@iav1984m-words#@iav1984m#177.13#177.431
108	/	/	PUNCT	_	_	_	_	_	@iav1984m-words#@iav1984m#177.431#177.732
109	ладно	ладно	PART	_	_	_	_	_	@iav1984m-words#@iav1984m#177.732#178.033
110	давай	давать	VERB	_	Aspect=Imp|Mood=Imp|Number=Sing|Person=2|VerbForm=Fin|Voice=Act	_	_	_	@iav1984m-words#@iav1984m#178.033#178.334
111	так	так	ADV	_	Degree=Pos	_	_	_	@iav1984m-words#@iav1984m#178.334#178.635
112	/	/	PUNCT	_	_	_	_	_	@iav1984m-words#@iav1984m#178.635#178.936
113	в	в	ADP	_	_	_	_	_	@iav1984m-words#@iav1984m#178.936#179.237
114	Лондоне	Лондон	PROPN	_	Animacy=Inan|Case=Loc|Gender=Masc|Number=Sing	_	_	_	@iav1984m-words#@iav1984m#179.237#179.538
115	/	/	PUNCT	_	_	_	_	_	@iav1984m-words#@iav1984m#179.538#179.839
116	эээ	эээ	INTJ	_	_	_	_	_	@iav1984m-words#@iav1984m#179.839#180.14
117	/	/	PUNCT	_	_	_	_	_	@iav1984m-words#@iav1984m#180.14#180.441
118	стеклом	стекло	NOUN	_	Animacy=Inan|Case=Ins|Gender=Neut|Number=Sing	_	_	_	@iav1984m-words#@iav1984m#180.441#180.742
119	защитили	защитить	VERB	_	Aspect=Perf|Mood=Ind|Number=Plur|Tense=Past|VerbForm=Fin|Voice=Act	_	_	_	@iav1984m-words#@iav1984m#180.742#181.043
120	там	там	ADV	_	Degree=Pos	_	_	_	@iav1984m-words#@iav1984m#181.043#181.344
121	порядка	порядка	ADP	_	_	_	_	_	@iav1984m-words#@iav1984m#181.344#181.645
122	пяти	пять	NUM	_	Case=Gen	_	_	_	@iav1984m-words#@iav1984m#181.645#181.946
123	работ	работа	NOUN	_	Animacy=Inan|Case=Gen|Gender=Fem|Number=Plur	_	_	_	@iav1984m-words#@iav1984m#181.946#182.247
124	Бэнкси	Бэнкси	NOUN	_	Animacy=Inan|Case=Gen|Gender=Fem|Number=Sing	_	_	_	@iav1984m-words#@iav1984m#182.247#182.548
125	/	/	PUNCT	_	_	_	_	_	@iav1984m-words#@iav1984m#182.548#182.849
126	которые	который	PRON	_	Case=Nom	_	_	_	@iav1984m-words#@iav1984m#182.849#183.15
127	там	там	ADV	_	Degree=Pos	_	_	_	@iav1984m-words#@iav1984m#183.15#183.451
128	каким-то	какой-то	DET	_	Case=Ins|Gender=Neut|Number=Sing	_	_	_	@iav1984m-words#@iav1984m#183.451#183.752
129	чудом	чудо	NOUN	_	Animacy=Inan|Case=Ins|Gender=Neut|Number=Sing	_	_	_	@iav1984m-words#@iav1984m#183.752#184.053
130	остались	остаться	VERB	_	Aspect=Perf|Mood=Ind|Number=Plur|Tense=Past|VerbForm=Fin|Voice=Mid	_	_	_	@iav1984m-words#@iav1984m#184.053#184.37
131	вот	вот	PART	_	_	_	_	_	@iav1984m-words#@iav1984m#184.82#185.12
132	потому	потому	ADV	_	Degree=Pos	_	_	_	@iav1984m-words#@iav1984m#186.08#186.359
133	что	что	SCONJ	_	_	_	_	_	@iav1984m-words#@iav1984m#186.359#186.638
134	один	один	NUM	_	Animacy=Inan|Case=Acc|Gender=Masc	_	_	_	@iav1984m-words#@iav1984m#186.638#186.917
135	раз	раз	NOUN	_	Animacy=Inan|Case=Acc|Gender=Masc|Number=Sing	_	_	_	@iav1984m-words#@iav1984m#186.917#187.196
136	/	/	PUNCT	_	_	_	_	_	@iav1984m-words#@iav1984m#187.196#187.475
137	насколько	насколько	SCONJ	_	_	_	_	_	@iav1984m-words#@iav1984m#187.475#187.754
138	я	я	PRON	_	Case=Nom|Number=Sing|Person=1	_	_	_	@iav1984m-words#@iav1984m#187.754#188.033
139	помню	помнить	VERB	_	Aspect=Imp|Mood=Ind|Number=Sing|Person=1|Tense=Pres|VerbForm=Fin|Voice=Act	_	_	_	@iav1984m-words#@iav1984m#188.033#188.312
140	/	/	PUNCT	_	_	_	_	_	@iav1984m-words#@iav1984m#188.312#188.591
141	я	я	PRON	_	Case=Nom|Number=Sing|Person=1	_	_	_	@iav1984m-words#@iav1984m#188.591#188.87
142	не	не	PART	_	_	_	_	_	@iav1984m-words#@iav1984m#188.87#189.149
143	помню	помнить	VERB	_	Aspect=Imp|Mood=Ind|Number=Sing|Person=1|Tense=Pres|VerbForm=Fin|Voice=Act	_	_	_	@iav1984m-words#@iav1984m#189.149#189.428
144	точно	точно	ADV	_	Degree=Pos	_	_	_	@iav1984m-words#@iav1984m#189.428#189.707
145	какой	какой	DET	_	Case=Nom|Gender=Masc|Number=Sing	_	_	_	@iav1984m-words#@iav1984m#189.707#189.986
146	город	город	NOUN	_	Animacy=Inan|Case=Nom|Gender=Masc|Number=Sing	_	_	_	@iav1984m-words#@iav1984m#189.986#190.265
147	/	/	PUNCT	_	_	_	_	_	@iav1984m-words#@iav1984m#190.265#190.544
148	когда	когда	SCONJ	_	_	_	_	_	@iav1984m-words#@iav1984m#190.544#190.823
149	Бэнкси	Бэнкси	NOUN	_	Animacy=Inan|Case=Nom|Gender=Neut|Number=Plur	_	_	_	@iav1984m-words#@iav1984m#190.823#191.102
150	нарисовал	рисовать	VERB	_	Aspect=Perf|Gender=Masc|Mood=Ind|Number=Sing|Tense=Past|VerbForm=Fin|Voice=Act	_	_	_	@iav1984m-words#@iav1984m#191.102#191.381
151	про	про	ADP	_	_	_	_	_	@iav1984m-words#@iav1984m#191.381#191.66
152	ээ	ээ	INTJ	_	_	_	_	_	@iav1984m-words#@iav1984m#191.66#191.939
153	мигрантов	мигрант	NOUN	_	Animacy=Anim|Case=Gen|Gender=Masc|Number=Plur	_	_	_	@iav1984m-words#@iav1984m#191.939#192.218
154	какую-то	какой-то	DET	_	Case=Acc|Gender=Fem|Number=Sing	_	_	_	@iav1984m-words#@iav1984m#192.218#192.497
155	работу	работа	NOUN	_	Animacy=Inan|Case=Acc|Gender=Fem|Number=Sing	_	_	_	@iav1984m-words#@iav1984m#192.497#192.776
156	/	/	PUNCT	_	_	_	_	_	@iav1984m-words#@iav1984m#192.776#193.055
157	и	и	CCONJ	_	_	_	_	_	@iav1984m-words#@iav1984m#193.055#193.334
158	мэрия	мэрия	NOUN	_	Animacy=Inan|Case=Nom|Gender=Fem|Number=Sing	_	_	_	@iav1984m-words#@iav1984m#193.334#193.613
159	на	на	ADP	_	_	_	_	_	@iav1984m-words#@iav1984m#193.613#193.892
160	следующий	следующий	ADJ	_	Animacy=Inan|Case=Acc|Degree=Pos|Gender=Masc|Number=Sing	_	_	_	@iav1984m-words#@iav1984m#193.892#194.171
161	день	день	NOUN	_	Animacy=Inan|Case=Acc|Gender=Masc|Number=Sing	_	_	_	@iav1984m-words#@iav1984m#194.171#194.45
162	ее	она	PRON	_	Case=Acc|Gender=Fem|Number=Sing|Person=3	_	_	_	@iav1984m-words#@iav1984m#194.45#194.729
163	закрасила	красить	VERB	_	Aspect=Perf|Gender=Fem|Mood=Ind|Number=Sing|Tense=Past|VerbForm=Fin|Voice=Act	_	_	_	@iav1984m-words#@iav1984m#194.729#195.008
164	/	/	PUNCT	_	_	_	_	_	@iav1984m-words#@iav1984m#195.008#195.287
165	на	на	ADP	_	_	_	_	_	@iav1984m-words#@iav1984m#195.287#195.566
166	них	они	PRON	_	Case=Acc|Number=Plur|Person=3	_	_	_	@iav1984m-words#@iav1984m#195.566#195.845
167	все	все	PRON	_	Animacy=Inan|Case=Acc|Gender=Neut|Number=Sing	_	_	_	@iav1984m-words#@iav1984m#195.845#196.124
168	наехали	ехать	VERB	_	Aspect=Perf|Mood=Ind|Number=Plur|Tense=Past|VerbForm=Fin|Voice=Act	_	_	_	@iav1984m-words#@iav1984m#196.124#196.403
169	/	/	PUNCT	_	_	_	_	_	@iav1984m-words#@iav1984m#196.403#196.682
170	что	что	SCONJ	_	_	_	_	_	@iav1984m-words#@iav1984m#196.682#196.961
171	ээ	ээ	INTJ	_		_	_	_	@iav1984m-words#@iav1984m#196.961#197.24
172	вы	вы	PRON	_	Case=Nom|Number=Plur|Person=2	_	_	_	@iav1984m-words#@iav1984m#197.24#197.519
173	долбоебы	долбоеб	NOUN	_	Animacy=Inan|Case=Nom|Gender=Fem|Number=Sing	_	_	_	@iav1984m-words#@iav1984m#197.519#197.798
174	/	/	PUNCT	_	_	_	_	_	@iav1984m-words#@iav1984m#197.798#198.077
175	что	что	PRON	_	Case=Acc	_	_	_	@iav1984m-words#@iav1984m#198.077#198.356
176	вы	вы	PRON	_	Case=Nom|Number=Plur|Person=2	_	_	_	@iav1984m-words#@iav1984m#198.356#198.635
177	наделали	делать	VERB	_	Aspect=Perf|Mood=Ind|Number=Plur|Tense=Past|VerbForm=Fin|Voice=Act	_	_	_	@iav1984m-words#@iav1984m#198.635#198.914
178	вы	вы	PRON	_	Case=Nom|Number=Plur|Person=2	_	_	_	@iav1984m-words#@iav1984m#198.914#199.193
179	уничтожили	уничтожить	VERB	_	Aspect=Perf|Mood=Ind|Number=Plur|Tense=Past|VerbForm=Fin|Voice=Act	_	_	_	@iav1984m-words#@iav1984m#199.193#199.472
180	там	там	ADV	_	Degree=Pos	_	_	_	@iav1984m-words#@iav1984m#199.472#199.751
181	многомиллионное	многомиллионный	ADJ	_	Case=Acc|Degree=Pos|Gender=Neut|Number=Sing	_	_	_	@iav1984m-words#@iav1984m#199.751#200.03
182	это	это	PRON	_	Animacy=Inan|Case=Nom|Gender=Neut|Number=Sing	_	_	_	@iav1984m-words#@iav1984m#200.03#200.309
183	ээ	ээ	INTJ	_	_	_	_	_	@iav1984m-words#@iav1984m#200.309#200.588
184	цен..	цен..	INTJ	_	_	_	_	_	@iav1984m-words#@iav1984m#200.588#200.867
185	/	/	PUNCT	_	_	_	_	_	@iav1984m-words#@iav1984m#200.867#201.146
186	это	это	DET	_	Case=Acc|Gender=Neut|Number=Sing	_	_	_	@iav1984m-words#@iav1984m#201.146#201.425
187	искусство	искусство	NOUN	_	Animacy=Inan|Case=Acc|Gender=Neut|Number=Sing	_	_	_	@iav1984m-words#@iav1984m#201.425#201.704
188	уничтожили	уничтожить	VERB	_	Aspect=Perf|Mood=Ind|Number=Plur|Tense=Past|VerbForm=Fin|Voice=Act	_	_	_	@iav1984m-words#@iav1984m#201.704#201.983
189	/	/	PUNCT	_	_	_	_	_	@iav1984m-words#@iav1984m#201.983#202.262
190	и	и	CCONJ	_	_	_	_	_	@iav1984m-words#@iav1984m#202.262#202.541
191	они	они	PRON	_	Case=Nom|Number=Plur|Person=3	_	_	_	@iav1984m-words#@iav1984m#202.541#202.82
192	там	там	ADV	_	Degree=Pos	_	_	_	@iav1984m-words#@iav1984m#202.82#203.099
193	потом	потом	ADV	_	Degree=Pos	_	_	_	@iav1984m-words#@iav1984m#203.099#203.378
194	извинились	извиниться	VERB	_	Aspect=Perf|Mood=Ind|Number=Plur|Tense=Past|VerbForm=Fin|Voice=Mid	_	_	_	@iav1984m-words#@iav1984m#203.378#203.657
195	и	и	CCONJ	_	_	_	_	_	@iav1984m-words#@iav1984m#203.657#203.936
196	решили	решить	VERB	_	Aspect=Perf|Mood=Ind|Number=Plur|Tense=Past|VerbForm=Fin|Voice=Act	_	_	_	@iav1984m-words#@iav1984m#203.936#204.215
197	/	/	PUNCT	_	_	_	_	_	@iav1984m-words#@iav1984m#204.215#204.494
198	что	что	SCONJ	_	_	_	_	_	@iav1984m-words#@iav1984m#204.494#204.773
199	ладно	ладно	PART	_	_	_	_	_	@iav1984m-words#@iav1984m#204.773#205.052
200	ээ	ээ	INTJ	_	_	_	_	_	@iav1984m-words#@iav1984m#205.052#205.331
201	/	/	PUNCT	_	_	_	_	_	@iav1984m-words#@iav1984m#205.331#205.61
202	этого	этот	DET	_	Case=Gen|Gender=Masc|Number=Sing	_	_	_	@iav1984m-words#@iav1984m#205.61#205.889
203	чувака	чувак	NOUN	_	Animacy=Inan|Case=Gen|Gender=Masc|Number=Sing	_	_	_	@iav1984m-words#@iav1984m#205.889#206.168
204	что-то	что-то	PRON	_	Case=Acc	_	_	_	@iav1984m-words#@iav1984m#206.168#206.447
205	все	все	PRON	_	Animacy=Anim|Case=Nom|Number=Plur	_	_	_	@iav1984m-words#@iav1984m#206.447#206.726
206	любят	любить	VERB	_	Aspect=Imp|Mood=Ind|Number=Plur|Person=3|Tense=Pres|VerbForm=Fin|Voice=Act	_	_	_	@iav1984m-words#@iav1984m#206.726#207.005
207	/	/	PUNCT	_	_	_	_	_	@iav1984m-words#@iav1984m#207.005#207.284
208	оргстеклом	оргстекло	NOUN	_	Animacy=Inan|Case=Ins|Gender=Masc|Number=Sing	_	_	_	@iav1984m-words#@iav1984m#207.284#207.563
209	будем	быть	AUX	_	Aspect=Imp|Mood=Ind|Number=Plur|Person=1|Tense=Pres|VerbForm=Fin|Voice=Act	_	_	_	@iav1984m-words#@iav1984m#207.563#207.842
210	все	весь	DET	_	Case=Nom|Number=Plur	_	_	_	@iav1984m-words#@iav1984m#207.842#208.121
211	эти	этот	DET	_	Case=Nom|Number=Plur	_	_	_	@iav1984m-words#@iav1984m#208.121#208.4
212	работы	работа	NOUN	_	Animacy=Inan|Case=Nom|Gender=Fem|Number=Plur	_	_	_	@iav1984m-words#@iav1984m#208.4#208.679
213	защищать	защищать	VERB	_	Aspect=Imp|VerbForm=Inf|Voice=Act	_	_	_	@iav1984m-words#@iav1984m#208.679#208.96
214	но	но	CCONJ	_	_	_	_	_	@iav1984m-words#@iav1984m#209.25#209.644
215	больше	больше	ADV	_	Degree=Cmp	_	_	_	@iav1984m-words#@iav1984m#209.644#210.038
216	в	в	ADP	_	_	_	_	_	@iav1984m-words#@iav1984m#210.038#210.432
217	Лондоне	Лондон	PROPN	_	Animacy=Inan|Case=Loc|Gender=Masc|Number=Sing	_	_	_	@iav1984m-words#@iav1984m#210.432#210.826
218	ни	ни	CCONJ	_	_	_	_	_	@iav1984m-words#@iav1984m#210.826#211.22
219	одну	один	NUM	_	Case=Acc|Gender=Fem	_	_	_	@iav1984m-words#@iav1984m#211.22#211.614
220	работу	работа	NOUN	_	Animacy=Inan|Case=Acc|Gender=Fem|Number=Sing	_	_	_	@iav1984m-words#@iav1984m#211.614#212.008
221	никого	никто	PRON	_	Case=Gen	_	_	_	@iav1984m-words#@iav1984m#212.008#212.402
222	не	не	PART	_	_	_	_	_	@iav1984m-words#@iav1984m#212.402#212.796
223	защищают	защищать	VERB	_	Aspect=Imp|Mood=Ind|Number=Plur|Person=3|Tense=Pres|VerbForm=Fin|Voice=Act	_	_	_	@iav1984m-words#@iav1984m#212.796#213.19
224	если	если	SCONJ	_	_	_	_	_	@iav1984m-words#@iav1984m#213.46#213.745
225	ты	ты	PRON	_	Case=Nom|Number=Sing|Person=2	_	_	_	@iav1984m-words#@iav1984m#213.745#214.03
